,时间,公司名,轮次,金额,投资机构
8175,2017/2/28,玄机科技,战略投资,数亿人民币,腾讯
8176,2017/2/28,罕友汇,天使轮,数百万人民币,开物天使基金(开物相泰)
8177,2017/2/28,瑞凯股份,IPO上市后,3420万人民币,未透露
8178,2017/2/28,三辰电器,新三板,未透露,未透露
8179,2017/2/28,安通医疗,A轮,未透露,淳元资本
8180,2017/2/28,猪兼强,B轮,未透露,同创伟业
8181,2017/2/28,和正医药,A轮,数千万人民币,立元创投
8182,2017/2/28,鸿研物流,A轮,5000万人民币,永柏资本PGA-Ventures
8183,2017/2/28,瑞能股份,战略投资,2000万人民币,时代伯乐
8184,2017/2/28,爱思迈,天使轮,500万人民币,元禾控股-元生创投
8185,2017/2/28,loitor slam岚瞳视觉,天使轮,数百万人民币,洪泰智造工场
8186,2017/2/28,花溪小说,天使轮,未透露,九合创投
8187,2017/2/28,票易通,Pre-A轮,未透露,钟鼎创投-沣沅资本
8188,2017/2/28,多有米网络,A轮,未透露,腾讯
8189,2017/2/28,江一湖,A轮,数千万人民币,京东
8190,2017/2/28,优才创智,A+轮,数千万人民币,国泰创投
8191,2017/2/28,米喜健康,A+轮,数千万人民币,经纬中国-深创投-合力投资-尚势资本
8192,2017/2/28,多拉打印,天使轮,数百万人民币,真格基金
8193,2017/2/28,壹健康,A轮,数千万人民币,京东金融
8194,2017/2/28,山南派生科技,天使轮,数百万人民币,真格基金
8195,2017/2/28,爱豆,B轮,数千万人民币,经纬中国
8196,2017/2/28,臻络科技GYENNO,A轮,数千万人民币,约印创投-光谷人才基金
8197,2017/2/28,职行力,Pre-A轮,1000万人民币,启诚资本
8198,2017/2/28,车发发,A轮,1亿人民币,盈信资本
8199,2017/2/28,Qfeel Tech速感科技,A轮,数百万美元,美国中经合集团-赛富基金-启迪之星（启迪孵化器）
8200,2017/2/28,萝卜屯,天使轮,1000万人民币,未透露
8201,2017/2/27,加西亚电子电器,新三板,未透露,未透露
8202,2017/2/27,乖宝宠物,战略投资,未透露,KKR
8203,2017/2/27,霆科生物,A轮,未透露,天堂硅谷
8204,2017/2/27,邦诺科技,天使轮,数百万人民币,合肥高投
8205,2017/2/27,民宿头条,种子轮,未透露,多彩投
8206,2017/2/27,爱汇健康,天使轮,1200万人民币,未透露
8207,2017/2/27,虬龙科技,A轮,数千万人民币,北极光创投
8208,2017/2/27,漫漫哒,天使轮,数百万人民币,红珊瑚资产
8209,2017/2/27,菲美特新材料,天使轮,数百万人民币,琢石投资-博瑞德投资
8210,2017/2/27,全民太极,种子轮,200万人民币,未透露
8211,2017/2/27,雷神科技,C轮,6500万人民币,赛富基金-同创伟业-紫辉创投-海尔-优格资本
8212,2017/2/27,易道博识,天使轮,数千万人民币,众合创投
8213,2017/2/27,爱抢购,战略投资,1000万人民币,未透露
8214,2017/2/27,治宬,天使轮,数百万人民币,契阔资本
8215,2017/2/27,小鹿互娱,天使轮,数千万人民币,未透露
8216,2017/2/27,A4漫业,天使轮,500万人民币,未透露
8217,2017/2/27,卖货郎,A轮,10亿人民币,新产业创投-前海长城基金
8218,2017/2/27,皓图智能,Pre-A轮,3000万人民币,远望资本
8219,2017/2/27,PonyCar马上用车,A轮,5000万人民币,国信基金
8220,2017/2/27,iGeneTech艾吉泰康生物,B轮,5000万人民币,中关村发展集团-中钰资本
8221,2017/2/27,拍片网,A轮,数千万人民币,力鼎资本-国泰君安-梁山资本
8222,2017/2/27,开通金融,A轮,3000万人民币,软银中国
8223,2017/2/27,鲸仓科技,A轮,6800万人民币,合力投资-臻云创投-洪城资本-金沙江联合资本-博世中国
8224,2017/2/27,优享创智共享际,A+轮,1亿人民币,GIC新加坡政府投资公司-开封文投集团
8225,2017/2/27,众签网,Pre-A轮,1000万人民币,启迪创投-分布式资本-点亮资本
8226,2017/2/27,兰玉文化,战略投资,3300万人民币,百合网
8227,2017/2/27,慧数汽车,Pre-A轮,1000万人民币,汽车之家
8228,2017/2/27,达人店,Pre-A轮,6500万人民币,如川基金
8229,2017/2/26,霞客约车,天使轮,200万人民币,未透露
8230,2017/2/25,小伙伴影业,A轮,未透露,梅花天使创投
8231,2017/2/24,淘淘羊,新三板,数亿人民币,未透露
8232,2017/2/24,薪人薪事,B轮,8560万人民币,红杉资本中国
8233,2017/2/24,仙山映画,天使轮,4000万人民币,陈大年-磨铁娱乐
8234,2017/2/24,翰迪数据,A轮,未透露,汉理资本-洪泰基金-恩惟资本
8235,2017/2/24,欧华美科,B轮,1亿人民币,凯辉基金
8236,2017/2/24,怡宁医院,B轮,数千万人民币,金浦投资
8237,2017/2/24,趣拿,B+轮,未透露,源渡创投
8238,2017/2/24,伞多多,Pre-A轮,1000万人民币,未透露
8239,2017/2/24,医百科技,天使轮,数百万人民币,未透露
8240,2017/2/24,70迈,B轮,数千万人民币,小米科技-峰谷资本
8241,2017/2/24,唯益换热器,A轮,1000万人民币,怀记投资
8242,2017/2/24,海泊汇,天使轮,420万人民币,浩方创投
8243,2017/2/24,咖啡零点吧,A+轮,未透露,愉悦资本
8244,2017/2/24,聚水潭,A轮,5000万人民币,阿米巴资本-微光创投
8245,2017/2/24,易雍健康,A轮,数千万人民币,元璟资本-海尔
8246,2017/2/24,纵目科技,B轮,1亿人民币,君联资本-德屹资本
8247,2017/2/24,顺丰速运,IPO上市,数亿人民币,未透露
8248,2017/2/24,有礼派,A+轮,数千万人民币,华业天成(华诺创投)
8249,2017/2/24,橙意家人科技,B轮,7000万人民币,中卫基金-乔景资本-新浚资本
8250,2017/2/24,千聊,A+轮,数千万美元,分享投资-九宇资本
8251,2017/2/24,有度环球汇,天使轮,数百万人民币,宁波天使投资引导基金-盛世方舟
8252,2017/2/23,利恩信息,新三板,数亿人民币,未透露
8253,2017/2/23,康爱公社,Pre-A轮,1000万人民币,未透露
8254,2017/2/23,易控电子,新三板,未透露,未透露
8255,2017/2/23,安心肿瘤营养,Pre-A轮,未透露,未透露
8256,2017/2/23,追趣游戏,A轮,未透露,未透露
8257,2017/2/23,卓志供应链,战略投资,2亿人民币,普洛斯GLP
8258,2017/2/23,呆呆阿卜,B轮,数千万人民币,海丰至诚-上海喔趣文化传媒
8259,2017/2/23,辛雷教育,Pre-A轮,数千万人民币,未透露
8260,2017/2/23,美帆会,A轮,数千万人民币,信中利资本
8261,2017/2/23,VHouse,战略投资,未透露,Plug-and-Play
8262,2017/2/23,环球合一,C轮,数千万人民币,湖畔山南资本
8263,2017/2/23,Aegis擎盾,A轮,未透露,达晨创投
8264,2017/2/23,合合信息,D轮,数亿人民币,猪八戒网-中视资本-盛势资本Sunrise-京东金融
8265,2017/2/23,爱刷,A轮,数千万人民币,GGV纪源资本
8266,2017/2/23,极光点播影院,天使轮,600万人民币,未透露
8267,2017/2/23,晶科电力,A轮,未透露,招商局资本
8268,2017/2/23,九州云腾,Pre-A轮,数千万人民币,绿盟科技-启迪之星（启迪孵化器）
8269,2017/2/23,尚德机构,C轮,数千万人民币,兴旺投资-清科辰光教育基金
8270,2017/2/23,阿拉丁小程序统计平台,种子轮,500万人民币,马笛儿投资-场景实验室
8271,2017/2/23,医语通,天使轮,数百万人民币,创业工场VenturesLab
8272,2017/2/23,慕华尚测,战略投资,3000万人民币,慕华投资(慕华教育)
8273,2017/2/23,Polymaker聚复高分子材料,B轮,3000万人民币,协立投资
8274,2017/2/23,风控360,A轮,1000万人民币,未透露
8275,2017/2/23,唯晶科技Winking,C+轮,2800万人民币,高榕资本
8276,2017/2/23,校长邦,Pre-A轮,数千万人民币,好未来(学而思)
8277,2017/2/23,乐漾影视,A轮,数亿人民币,鼎晖投资-柠萌影业
8278,2017/2/23,好租网,B+轮,数亿人民币,新世界集团
8279,2017/2/23,手办酱,天使轮,200万人民币,应宜伦
8280,2017/2/23,凹凸租车,C轮,4亿人民币,经纬中国-信中利资本-常春藤资本-太平洋保险-赫斯特Hearst-Ventures-中信建投资本
8281,2017/2/22,ENLANDAR华清茵蓝,A轮,数千万人民币,中国风险投资
8282,2017/2/22,红山虚拟化,A轮,未透露,IPV-Capital/盈富泰克
8283,2017/2/22,达迈科技,A轮,未透露,毅达资本
8284,2017/2/22,51好铺,A轮,未透露,飞马基金-飞马旅
8285,2017/2/22,直约聘,天使轮,数百万人民币,未透露
8286,2017/2/22,广州幻境科技,A轮,数千万人民币,未透露
8287,2017/2/22,Teasoon茶首,天使轮,未透露,上海中金资本
8288,2017/2/22,咪哒miniK,战略投资,数千万人民币,唱吧
8289,2017/2/22,EZ美学,天使轮,数百万人民币,西科天使基金
8290,2017/2/22,宜信博诚,新三板,8000万人民币,IDG资本-宜信财富
8291,2017/2/22,阿拉提餐饮,A轮,数千万人民币,顺融资本
8292,2017/2/22,中润普达,Pre-A轮,数亿人民币,未透露
8293,2017/2/22,Qkuts剪酷,Pre-A轮,数百万美元,启明创投
8294,2017/2/22,草根投资网,C轮,1亿人民币,华闻传媒（上海鸿立）
8295,2017/2/22,麦淘亲子游,B轮,7000万人民币,复星集团-森马服饰-晨晖创投
8296,2017/2/22,机器之心,Pre-A轮,1000万人民币,晨兴资本-源码资本-今日头条
8297,2017/2/22,鲁大师,A轮,1.13亿人民币,未透露
8298,2017/2/22,超级猩猩Supermonkey,B轮,5000万人民币,Ventech-China银泰资本-复星锐正资本-动域资本
